0.000000000000000000e+00 1.016925813212398028e-01 5.711410358997789927e-02 2.829252675243359993e-02 4.054177215083380748e-02 -5.725378071991383058e-03 3.525452510821473762e-03 -2.630390847898831253e-03 -2.372031421642541225e-04 1.570317190862661940e-04
1.000000000000000056e-01 -1.011129651737701918e-01 -1.477628266648559931e-03 -7.301688800739410297e-03 -2.186619310617093220e-02 -5.329348750847291705e-04 -6.312637074811762103e-03 -7.109566286754454706e-03 -1.062749344151039770e-02 -9.629762946494703837e-03
2.000000000000000111e-01 1.122824904597838347e-02 2.511367937785656188e-02 -2.047869632240041302e-02 -2.034236036589438454e-02 2.390567262200486709e-03 -1.610606065406423523e-02 -1.913618452259372577e-02 -1.594442579817987801e-02 -1.560113128695834669e-02
3.000000000000000444e-01 -1.025038985252374468e-01 -1.010399265780610456e-01 -2.928255222537324773e-02 5.261403828547922545e-03 -2.535743782593290196e-02 -1.603354410385490064e-02 -1.802810995847211814e-02 -1.740495205291900382e-02 -1.940058301372681385e-02
4.000000000000000222e-01 -7.983784833291590610e-02 -1.302309881994885565e-01 -2.259703419661202375e-02 -3.642470476629394716e-02 -1.819161347748588647e-02 -1.845000395260348869e-02 -2.068582851529340502e-02 -2.173337863782569962e-02 -2.324523286024538990e-02
5.000000000000000000e-01 -2.417312234683984262e-01 -8.352959961814111073e-03 -5.487632639450819652e-03 -4.085622572546644682e-02 -2.393600364076104922e-02 -2.161749225550125067e-02 -1.866138810787979288e-02 -2.034454220723233911e-02 -2.050430582106349889e-02
6.000000000000000888e-01 1.408882859612854144e-01 -6.983564692344255975e-02 -1.928748969364551397e-02 -2.292618228434596672e-02 -1.780094993184761984e-02 -2.020557121478658291e-02 -1.875909332989388750e-02 -1.914115785111964591e-02 -1.782081793324690605e-02
7.000000000000000666e-01 -7.247236393974615387e-02 -4.349024660770604844e-02 3.398172023437830147e-02 -2.366557170708864788e-02 -1.946816079188995463e-02 -2.240026390298627268e-02 -1.620633748528033796e-02 -1.445783705395547840e-02 -1.191055621054683614e-02
8.000000000000000444e-01 4.447410139809070129e-02 -1.142961317550047762e-01 -1.003348787195449884e-02 7.075187838181725558e-03 -1.303684142630106950e-02 -7.767931348781186712e-04 -1.022384842985408181e-02 -1.355308165574001071e-03 -4.465794153745966839e-03
9.000000000000000222e-01 4.017970576420209355e-03 3.138216636073072607e-02 -2.450470737117376591e-02 2.464744768303470113e-02 -1.900619557519037106e-03 -1.207005603773192610e-03 5.858439779132946536e-03 3.479175753078852032e-03 5.896298577448846022e-03
